idi,idj,farmi,farmj,bmai,bmaj,dij1,dij2,dij3,dij4,dij5,dij6,dij7,dij8,dij9,dij10,dij11,dij12,dij13,dij14,fbi,fbj,farmij,bma1
44,45,45,215,1,1,470.73267,22.408163,21.312315,18.340193,471.04028,500.10431,988.33533,3773.9292,7432.8667,430.65176,498.18784,576.51526,565.94958,499.88635,1-45,1-215,45215,1
44,49,45,251,1,1,6155.4668,232,208.71387,189.451,6157.6528,6350.563,11723.746,36667.512,69911.641,7084.1738,5939.771,5531.9443,5293.2827,6128.2578,1-45,1-251,45251,1
44,57,45,342,1,1,18081.672,890.27893,867.88159,834.19006,18083.094,18216.816,23536.361,58956.484,108288.7,32594.506,31975.813,31861.613,32061.658,18128.912,1-45,1-342,45342,1
44,52,45,370,1,1,10325.071,530.229,511.8251,485.02484,10326.644,10475.651,15295.685,43964.117,82577.672,19648.043,19164.648,19128.049,19102.762,10353.198,1-45,1-370,45370,1
44,48,45,377,1,1,8790.1885,342.09525,319.34326,302.15454,8792.4209,8989.8457,14556.643,43030.785,81331.875,11566.159,10418.006,10060.498,9884.0811,8752.873,1-45,1-377,45377,1
44,44,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-45,1-45,4545,1
44,58,45,502,1,1,14168.155,679.24719,657.56512,627.69061,14169.521,14297.581,19121.217,51126.898,94655.148,28263.744,27649.789,27261.826,26553.674,14144.895,1-45,1-502,45502,1
44,59,45,504,1,1,15071.587,647.29706,625.13208,590.63727,15073.177,15223.116,21021.998,56991.375,105185.02,27312.564,26441.195,25774.016,24837.154,15132.788,1-45,1-504,45504,1
44,56,45,84,1,1,16230.246,801.24719,778.65973,751.4248,16232.495,16441.508,22792.299,59139.195,108412.95,30070.732,29544.748,29514.57,29979.148,16231.953,1-45,1-84,4584,1
44,90,45,16,1,2A,12107.233,568.34918,538.4408,492.43942,12117.443,12747.028,25251.426,89294.531,171659.55,22833.52,21877.107,20963.607,19813.52,11926.826,1-45,2-16,4516,
44,89,45,18,1,2A,11481.904,535.39227,508.99942,465.87076,11492.067,12115.712,24636.512,88400.031,170190.98,21702.053,20899.967,20090.176,19156.801,11336.815,1-45,2-18,4518,
44,87,45,20,1,2A,11337.663,515.4762,485.89233,450.7005,11347.871,11977.091,24266.637,88433.539,170323.61,21107.67,20288.117,19496.469,18845.025,11188.155,1-45,2-20,4520,
44,86,45,22,1,2A,10443.686,479.74149,457.14038,429.61453,10453.457,11042.492,22623.85,86473.625,168849.47,20112.572,19372.223,18710.375,18197.109,10288.359,1-45,2-22,4522,
44,83,45,25,1,2A,9534.0254,459.67346,433.82333,406.65585,9543.54,10121.682,20626.684,77847.609,152252.69,19732.713,18967.508,18203.803,17646.309,9364.2217,1-45,2-25,4525,
44,85,45,26,1,2A,9663.3154,470.86847,446.14633,416.71619,9670.0615,10277.337,21114.348,80428.289,157367.3,20299.074,19645.064,18784.838,18002.551,9698.7422,1-45,2-26,4526,
44,82,45,27,1,2A,8886.5088,438.77097,418.28375,389.82092,8896.1475,9591.9326,20000.717,76233.555,149176.22,19083.785,18560.734,17934.496,17264.691,8857.209,1-45,2-27,4527,
44,77,45,276,1,2A,5999.6895,302.49432,295.39975,290.4455,6003.3828,6321.7036,13372.669,53124.41,104536.45,16826.9,15736.075,14929.228,13895.467,6060.0234,1-45,2-276,45276,
44,79,45,29,1,2A,8771.5498,422.43991,403.33255,375.51334,8777.6738,9326.5654,19496.678,74260.484,145453.94,19525.715,19062.201,18051.502,17172.742,8867.4561,1-45,2-29,4529,
44,80,45,32,1,2A,8012.9429,395.54422,376.42654,361.10837,8022.3706,8706.2129,18436.58,71477.93,140297.31,18109.086,17559.031,16981.311,16646.229,8008.7075,1-45,2-32,4532,
44,96,45,33,1,2A,8546.002,461.94104,430.07913,387.65005,8553.9424,9122.2471,19347.795,74084.758,145179.2,18502.514,18009.504,16730.336,14473.308,8584.9971,1-45,2-33,4533,
44,95,45,34,1,2A,8015.6489,450.10431,419.52469,373.41473,8022.6675,8555.6992,18088.229,68968.344,135096.17,18137.453,17887.602,16461.516,14079.637,8060.7686,1-45,2-34,4534,
44,76,45,37,1,2A,6121.0244,379.29932,365.19214,338.94254,6126.2329,6574.9492,15537.012,61584.98,121137.95,17373.039,17353.68,16145.959,14031.067,6180.9473,1-45,2-37,4537,
44,72,45,378,1,3A,21318.242,976.51245,954.87866,928.72778,21323.611,21808.033,32802.223,89704.188,164064.83,55023.352,53689.582,52248.125,50533.469,21394.125,1-45,4-378,45378,
44,70,45,400,1,3A,25825.104,1201.4989,1193.0619,1166.6418,25830.799,26346.443,38662.77,100593.35,182707.48,69045.766,68325.563,67611.258,66187.625,25915.619,1-45,4-400,45400,
44,67,45,404,1,3A,38213.75,1726.7211,1721.8638,1705.212,38219.332,38723.512,49872.813,108365.63,189815.88,91587.07,91141.336,90555.219,89870.695,38307.582,1-45,4-404,45404,
44,68,45,412,1,3A,32052.311,1515.9865,1507.0458,1485.0963,32057.816,32555.047,43972.172,102923.21,182982.78,87232.984,86382.227,85578.156,84278.477,32134.354,1-45,4-412,45412,
44,71,45,496,1,3A,23226.16,1080.0431,1075.1517,1054.4033,23231.252,23689.002,33674.305,83977.836,151146.33,62641.461,62113.699,61309.023,59897.32,23277.223,1-45,4-496,45496,
44,66,45,501,1,3A,41654.684,1818.4376,1802.2969,1771.9143,41660.258,42164.996,54373.102,120018.59,207525.81,98085.422,97398.109,96614.625,95634.492,41728.637,1-45,4-501,45501,
44,69,45,507,1,3A,28783.676,1374.8163,1367.9226,1337.5477,28788.867,29256.383,40030.98,93296.805,165725.08,79850.063,79246.836,78186.328,75915.781,28819.947,1-45,4-507,45507,
44,47,45,186,1,3C,6654.7676,320.9025,315.42773,313.81573,6670.188,7699.7319,27632.213,117439.22,232381,16884.922,16704.615,17223.156,18009.477,6427.5215,1-45,6-186,45186,
44,46,45,206,1,3C,7788.7007,376.43991,364.02737,367.11829,7804.269,8900.2754,29321.141,122222.75,241337.73,18859.297,18343.326,18758.471,20694.289,7368.7568,1-45,6-206,45206,
42,45,46,215,1,1,1772.8656,95.718819,81.26413,66.46563,1774.3708,1910.8538,4595.918,18103.611,35675.43,3255.9712,2662.342,2193.1064,1835.7872,1772.8357,1-46,1-215,46215,1
42,49,46,251,1,1,6722.6504,231.90703,198.54433,174.27374,6725.6602,6991.6904,13406.258,44028.703,84611.359,7828.1729,6260.1079,5455.5444,4784.6675,6645.3203,1-46,1-251,46251,1
42,57,46,342,1,1,18648.855,897.89117,865.30042,825.17145,18651.102,18857.943,25218.871,66317.672,122988.41,33424.926,32467.898,31990.209,31749.756,18645.975,1-46,1-342,46342,1
42,52,46,370,1,1,10892.255,532.07031,504.44556,471.58618,10894.65,11116.778,16978.197,51325.305,97277.391,20184.551,19380.645,19037.074,18613.465,10870.261,1-46,1-370,46370,1
42,48,46,377,1,1,9357.3721,343.11566,311.32184,288.03995,9360.4277,9630.9736,16239.154,50391.973,96031.594,12328.617,10847.343,10123.67,9456.9795,9269.9355,1-46,1-377,46377,1
42,43,46,44,1,1,3406.8154,136.65533,130.24271,128.15425,3411.627,3814.7925,11175.744,46035.676,90354.813,5121.2388,4259.2305,4218.0322,4360.8423,3421.4702,1-46,1-44,4644,1
42,44,46,45,1,1,1636.4614,62.281178,54.006542,48.755371,1637.7732,1757.4485,4252.8921,17855.297,35377.648,2192.0234,1758.6471,1494.5742,1374.1057,1565.8335,1-46,1-45,4645,1
42,42,46,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-46,1-46,4646,1
42,58,46,502,1,1,14735.339,681.79816,652.9649,619.07941,14737.527,14938.709,20803.729,58488.086,109354.87,27717.797,26682.744,26277.482,25851.219,14661.957,1-46,1-502,46502,1
42,59,46,504,1,1,15638.771,674.73468,641.97028,600.32269,15641.184,15864.243,22704.51,64352.563,119884.73,29336.824,28037.404,26920.895,25417.732,15649.852,1-46,1-504,46504,1
42,56,46,84,1,1,16797.43,803.65759,771.60974,738.48663,16800.502,17082.635,24474.811,66500.383,123112.66,30796.24,29891.813,29509.463,29541.775,16749.016,1-46,1-84,4684,1
42,90,46,16,1,2A,13743.695,594.29254,562.33374,528.76422,13753.93,14363.386,28633.771,100747.81,193741.17,24475.867,22710.756,21695.676,20936.182,13492.659,1-46,2-16,4616,
42,89,46,18,1,2A,13118.365,560.71204,532.80371,503.32755,13128.555,13732.069,28018.859,99853.313,192272.59,23403.955,21721.877,20816.834,20322.311,12902.649,1-46,2-18,4618,
42,87,46,20,1,2A,12974.124,536.7619,505.66269,482.77975,12984.358,13593.448,27648.984,99886.813,192405.22,22410.309,20787.545,19945.318,19719.439,12753.988,1-46,2-20,4620,
42,86,46,22,1,2A,12080.147,506.17459,481.88577,467.93826,12089.943,12658.85,26006.197,97926.898,190931.08,21701.6,20138.088,19420.414,19379.559,11854.193,1-46,2-22,4622,
42,83,46,25,1,2A,11170.486,492.18369,463.20465,447.52811,11180.027,11738.039,24009.029,89300.883,174334.3,21488.461,19836.459,18978.27,18825.248,10930.056,1-46,2-25,4625,
42,85,46,26,1,2A,11299.776,527.53967,497.05948,464.14664,11306.956,11967.133,24496.695,91881.563,179448.91,23940.74,22221.322,20809.58,19716.195,11264.576,1-46,2-26,4626,
42,82,46,27,1,2A,10522.97,499.40588,472.4985,438.91739,10532.634,11208.291,23383.064,87686.828,171257.84,21491.68,20529.754,19678.941,18840.281,10423.043,1-46,2-27,4627,
42,77,46,276,1,2A,7636.1509,347.46033,329.92386,315.14526,7639.3545,7938.0615,16755.016,64577.688,126618.06,17384.857,16342.086,15601.877,14988.588,7625.8569,1-46,2-276,46276,
42,79,46,29,1,2A,10408.011,466.18369,440.22546,417.63632,10414.568,11016.362,22879.023,85713.766,167535.55,21362.125,20023.742,18992.475,18303.85,10433.29,1-46,2-29,4629,
42,80,46,32,1,2A,9649.4043,444.21994,419.19333,398.58206,9658.8574,10322.57,21818.928,82931.203,162378.94,20086.814,19115.693,18321.588,17795.699,9574.541,1-46,2-32,4632,
42,96,46,33,1,2A,10167.818,528.37189,478.69424,422.31595,10175.233,10738.604,22730.141,85538.031,167260.83,19807.705,18933.967,17291.98,14975.033,10150.83,1-46,2-33,4633,
42,95,46,34,1,2A,9652.1104,525.34241,480.06723,423.16904,9658.499,10172.058,21470.576,80421.625,157177.8,20132.74,19691.49,17923.848,15467.653,9626.6025,1-46,2-34,4634,
42,76,46,37,1,2A,7757.4858,433.64627,403.54849,366.86481,7762.1919,8191.3071,18919.357,73038.258,143219.56,18229.172,17937.688,16447.09,14388.331,7746.7808,1-46,2-37,4637,
42,72,46,378,1,3A,22954.703,1053.0703,1027.8536,987.96967,22960.506,23497.828,36184.566,101228.05,186305.25,58887.594,57634.074,56020.547,53917.371,22959.957,1-46,4-378,46378,
42,70,46,400,1,3A,27461.564,1258.762,1242.0024,1210.1337,27467.695,28036.24,42045.117,112117.23,204947.91,71038.109,69870.391,68882.266,67325.711,27481.453,1-46,4-400,46400,
42,67,46,404,1,3A,39850.211,1777.127,1763.9822,1742.0909,39856.227,40413.309,53270.434,119889.49,212056.28,94063.945,93187.992,92309.414,91402.906,39873.414,1-46,4-404,46404,
42,68,46,412,1,3A,33688.773,1567.3651,1550.0066,1523.9965,33694.711,34244.844,47369.793,114447.08,205223.2,89091.117,87802.422,86720.422,85344.766,33700.188,1-46,4-412,46412,
42,71,46,496,1,3A,24862.621,1134.6394,1121.2642,1095.1263,24868.148,25378.797,37056.652,95501.703,173386.75,64585.781,63607.141,62496.422,60920.559,24843.057,1-46,4-496,46496,
42,66,46,501,1,3A,43291.145,1878.3401,1853.5151,1818.1422,43297.152,43854.793,57770.719,131542.45,229766.23,100022.04,98885.445,97825.102,96738.344,43294.473,1-46,4-501,46501,
42,69,46,507,1,3A,30420.137,1427.0386,1411.4164,1374.9465,30425.764,30946.178,43413.328,104820.68,187965.5,81652.969,80606.273,79235.063,76776.359,30385.781,1-46,4-507,46507,
42,47,46,186,1,3C,6805.3745,367.91837,349.27185,338.03217,6831.8096,8264.5195,26536.561,116757.44,231743.03,19239.852,18669.313,18560.943,19022.723,6607.7686,1-46,6-186,46186,
42,46,46,206,1,3C,7939.3076,407.73697,383.55026,376.42477,7965.8906,9419.1992,28225.234,121540.97,240699.75,20278.092,19447.139,19307.453,20793.088,7549.0039,1-46,6-206,46206,
58,58,502,502,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-502,1-502,502502,1
58,59,502,504,1,1,2981.0652,188,188,186.26033,2981.0859,2983.1248,3176.9597,6005.4175,10640.397,5961.0684,5985.7285,6005.4702,5934.4976,2986.9727,1-502,1-504,502504,1
58,90,502,16,1,2A,20195.383,1016.1021,986.34503,920.01495,20210.217,21412.854,38928.668,124003.41,234758.3,47009.699,45672.57,43831.281,40067.645,19945.801,1-502,2-16,50216,
58,89,502,18,1,2A,19570.053,977.28345,950.50684,887.22388,19584.842,20781.537,38313.754,123108.91,233289.73,45468.141,44298.273,42549.285,39045.254,19355.791,1-502,2-18,50218,
58,87,502,20,1,2A,19425.813,954.12244,924.47296,869.38971,19440.645,20642.916,37943.879,123142.41,233422.36,44727.703,43517.27,41835.422,38621.883,19207.131,1-502,2-20,50220,
58,86,502,22,1,2A,18531.834,925.48529,902.90424,855.2196,18546.23,19708.318,36301.094,121182.5,231948.2,44068.887,42891.52,41338.859,38279.805,18307.334,1-502,2-22,50222,
58,83,502,25,1,2A,17622.174,900.51703,873.29388,824.2384,17636.473,18787.508,34303.926,112556.48,215351.44,43558.957,42344.453,40666.164,37488.73,17383.197,1-502,2-25,50225,
58,85,502,26,1,2A,17956.498,945.69617,918.86499,853.10168,17970.041,19061.928,34791.59,115137.17,220466.05,45512.363,44550.453,42498.117,38551.652,17717.717,1-502,2-26,50226,
58,82,502,27,1,2A,17150.4,912.47394,887.51398,823.08704,17164,18257.758,33677.961,110942.43,212274.97,43729.582,43136.238,41491.309,37712.516,16876.186,1-502,2-27,50227,
58,77,502,276,1,2A,14251.449,772,757.00775,712.18292,14263.528,15187.093,27049.912,87833.289,167635.2,40469.875,39903.211,38374.773,34984.633,14078.999,1-502,2-276,502276,
58,79,502,29,1,2A,17064.732,891.0567,867.62103,809.79376,17078.053,18149.709,33173.922,108969.37,208552.69,43603.676,42919.648,41138.867,37434.492,16886.432,1-502,2-29,50229,
58,80,502,32,1,2A,16291.48,862.97052,840.86554,789.17285,16304.785,17372.039,32113.824,106186.81,203396.06,42525.52,41938.609,40397.352,36920.219,16027.683,1-502,2-32,50232,
58,96,502,33,1,2A,16182.475,857.69385,821.36823,754.22632,16193.959,17071.363,32745.496,108793.63,208277.95,42476.043,41028.836,39000.438,35262.578,15858.765,1-502,2-33,50233,
58,95,502,34,1,2A,15666.767,849.95691,816.50507,746.80219,15677.284,16506.213,31485.93,103677.23,198194.92,41819.094,40896.711,38868.621,35062.234,15334.536,1-502,2-34,50234,
58,76,502,37,1,2A,13772.142,762.19727,744.23499,693.57275,13781.854,14536.382,28629.51,96293.859,184236.7,39619.605,39177.836,37471.91,34051.133,13454.715,1-502,2-37,50237,
58,72,502,378,1,3A,29611.426,1422.9524,1384.2433,1303.0945,29629.059,31032.523,46479.465,125969.43,230520.47,70809.125,69419.609,67030.445,61934.934,29413.1,1-502,4-378,502378,
58,70,502,400,1,3A,34118.285,1606.2109,1570.6466,1494.3862,34136.246,35570.996,52340.012,137069.02,249285.89,80709.781,79061.25,77035.68,72349.688,33934.594,1-502,4-400,502400,
58,67,502,404,1,3A,46506.93,2147.3105,2119.103,2052.4651,46524.781,47948.191,63570.758,144842.09,256394.27,106689.7,105555.46,103587.85,98921.898,46326.559,1-502,4-404,502404,
58,68,502,412,1,3A,40345.496,1913.2948,1870.1606,1787.0491,40363.266,41779.723,57670.121,139399.67,249561.17,96164.961,94150.648,91708.672,86438.844,40153.328,1-502,4-412,502412,
58,71,502,496,1,3A,31519.342,1509.9003,1481.3058,1411.6598,31536.701,32913.555,47351.547,120243.51,217601.97,76454.336,75248.039,73190.719,68435.211,31296.199,1-502,4-496,502496,
58,66,502,501,1,3A,49947.863,2241.5874,2204.7229,2129.4109,49965.707,51389.684,68496.984,157103.81,274947.78,110989.62,109843.99,107912.17,103893.96,49747.613,1-502,4-501,502501,
58,69,502,507,1,3A,37076.859,1776.0431,1734.959,1648.5065,37094.316,38480.934,53708.223,129773.27,232303.48,89510.109,87824.234,85345.531,79772.469,36838.922,1-502,4-507,502507,
59,59,504,504,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-504,1-504,504504,1
59,90,504,16,1,2A,21098.814,985.87299,948.47534,882.27649,21112.555,22251.051,40829.449,129867.89,245288.17,38452.699,37908.121,36924.07,34690.016,20933.695,1-504,2-16,50416,
59,89,504,18,1,2A,20473.486,948.12244,913.60205,850.97516,20487.18,21619.734,40214.539,128973.39,243819.61,36994.266,36568.094,35684.688,33736.914,20343.686,1-504,2-18,50418,
59,87,504,20,1,2A,20329.244,932.96143,895.66626,840.03888,20342.984,21481.113,39844.66,129006.89,243952.22,36482.09,36052.551,35218.688,33527.379,20195.025,1-504,2-20,50420,
59,86,504,22,1,2A,19435.268,899.72791,869.76086,823.01111,19448.568,20546.514,38201.875,127046.98,242478.08,35583.824,35217.406,34510.387,33038.262,19295.229,1-504,2-22,50422,
59,83,504,25,1,2A,18525.607,862.09296,828.18738,780.56488,18538.811,19625.703,36204.707,118420.97,225881.3,34605.082,34203.309,33377.797,31782.24,18371.092,1-504,2-25,50425,
59,85,504,26,1,2A,18859.93,907.98865,873.48901,808.367,18872.379,19900.125,36692.375,121001.65,230995.91,36542.93,36382.727,35161.746,32773.77,18705.611,1-504,2-26,50426,
59,82,504,27,1,2A,18053.834,890.28571,857.37775,792.88312,18066.34,19095.955,35578.742,116806.91,222804.84,35378.957,35609.063,34824.516,32591.705,17864.08,1-504,2-27,50427,
59,77,504,276,1,2A,15154.881,749.50342,726.98871,682.34204,15165.867,16025.289,28950.693,93697.766,178165.06,32364.336,32550.637,31837.813,29963.541,15066.894,1-504,2-276,504276,
59,79,504,29,1,2A,17968.164,854.0816,822.97144,765.51349,17980.393,18987.904,35074.703,114833.84,219082.55,34850.332,34887.531,33928.555,31758.668,17874.326,1-504,2-29,50429,
59,80,504,32,1,2A,17194.912,836.45807,806.70074,755.2038,17207.123,18210.234,34014.605,112051.29,213925.94,34129.707,34324.57,33608.613,31666.061,17015.578,1-504,2-32,50432,
59,96,504,33,1,2A,17085.906,828.57599,784.84888,718.03503,17096.297,17909.559,34646.277,114658.11,218807.83,33747.941,33126.203,31969.816,29790.912,16846.658,1-504,2-33,50433,
59,95,504,34,1,2A,16570.199,828.81409,787.26355,717.16614,16579.623,17344.408,33386.711,109541.7,208724.8,33680.879,33519.477,32295.861,29999.455,16322.431,1-504,2-34,50434,
59,76,504,37,1,2A,14675.574,736.67346,711.08807,659.87927,14684.192,15374.578,30530.291,102158.34,194766.56,31160.992,31482.338,30656.139,28770.311,14442.609,1-504,2-37,50437,
59,72,504,378,1,3A,30514.857,1393.1792,1347.1035,1266.9397,30531.396,31870.719,48380.246,131833.91,241050.34,62351.891,61741.121,60190.867,56636.516,30400.994,1-504,4-378,504378,
59,70,504,400,1,3A,35021.719,1596.6666,1552.0012,1464.4115,35038.586,36409.191,54240.793,142933.48,259815.75,73128.836,72396.18,70933.008,67264.984,34922.488,1-504,4-400,504400,
59,67,504,404,1,3A,47410.363,2123.2222,2087.2961,2012.9299,47427.117,48786.387,65471.543,150706.56,266924.13,98077.93,97664.852,96367.422,92574.281,47314.453,1-504,4-404,504404,
59,68,504,412,1,3A,41248.926,1908.542,1860.9994,1762.3507,41265.602,42617.922,59570.902,145264.16,260091.05,89528.156,88516.797,86563.445,81957.32,41141.223,1-504,4-412,504412,
59,71,504,496,1,3A,32422.775,1479.9886,1444.1089,1375.235,32439.039,33751.75,49252.332,126107.98,228131.84,67984.914,67572.711,66356.836,63153.563,32284.092,1-504,4-496,504496,
59,66,504,501,1,3A,50851.297,2218.8254,2174.8281,2100.177,50868.043,52227.879,70397.766,162968.3,285477.66,102706.48,102411.91,101308.63,98832.18,50735.508,1-504,4-501,504501,
59,69,504,507,1,3A,37980.293,1769.0408,1723.5925,1620.6412,37996.656,39319.129,55609.008,135637.75,242833.34,82754.383,82036.859,79976.977,74981.133,37826.816,1-504,4-507,504507,
33,39,51,179,1,1,12676.962,543.92291,513.18561,480.32129,12688.783,13388.147,26699.965,98886.984,192480.91,27043.654,27020.793,27751.217,26912.535,12535.404,1-51,1-179,51179,1
33,45,51,215,1,1,9921.2051,359.83447,307.92981,276.25577,9925.8779,10282.435,21581.75,84386.367,165733.52,15069.649,11928.063,10836.913,10234.609,9980.084,1-51,1-215,51215,1
33,40,51,222,1,1,13668.729,583.01813,533.9411,505.26489,13682.094,14512.493,29379.805,107032.16,208303.84,26880.584,26331.914,27429.4,27524.463,13566.841,1-51,1-222,51222,1
33,41,51,228,1,1,14413,630.12701,578.7323,537.99451,14426.357,15269.87,29212.854,104054.34,202105.41,29182.508,28462.9,29119.596,28700.557,14315.327,1-51,1-228,51228,1
33,49,51,251,1,1,15017.442,500.08389,426.46698,382.46838,15023.011,15529.278,30202.045,105945.81,205158.05,19604.195,15649.446,14111.131,13115.862,14969.722,1-51,1-251,51251,1
33,38,51,320,1,1,10883.381,440.58276,407.65201,391.56714,10895.972,11683.053,26853.057,108087.62,211640.19,20703.045,20716.486,21995.783,22322.445,10721.325,1-51,1-320,51320,1
33,57,51,342,1,1,26393.133,1027.746,1002.8668,968.13202,26400.119,26997.613,42929.492,129208.86,243978.34,39738.223,40256.313,41997.082,41967.684,26303.291,1-51,1-342,51342,1
33,52,51,370,1,1,19187.047,805.08618,735.02557,684.68115,19192.002,19654.367,34979.703,116441.25,223175.42,32291.713,28884.258,27585.375,26731.17,19194.662,1-51,1-370,51370,1
33,48,51,377,1,1,15037.867,607.97729,583.89111,572.64764,15049.703,15748.068,28893.953,104896.95,204894.61,28926.635,29190.744,30688.637,30730.514,14920.37,1-51,1-377,51377,1
33,43,51,44,1,1,9436.4268,502.77325,477.40274,437.57858,9439.8496,9754.0908,21601.17,87248.758,171807.28,23746.354,23034.928,22240.547,20000.461,9501.8906,1-51,1-44,5144,1
33,44,51,45,1,1,9524.7383,381.78458,339.42178,313.95245,9527.4971,9786.623,20655.416,82098.273,161470.19,15805.753,13503.716,13018.798,12743.137,9504.5,1-51,1-45,5145,1
33,42,51,46,1,1,8453.377,275.34015,237.34027,214.47874,8456.584,8753.3281,19031.914,74055.359,145494.09,12429.349,9710.3467,8963.3545,8489.5938,8441.5557,1-51,1-46,5146,1
33,58,51,502,1,1,23030.131,962.35602,888.07495,828.28424,23034.879,23476.297,39002.508,125328.47,237400.72,44113.516,40398.637,38547.094,36760.93,22986.359,1-51,1-502,51502,1
33,59,51,504,1,1,23933.563,940.56915,860.48004,802.61652,23938.535,24401.832,40903.289,131207.22,247615.84,41606.656,37900.328,36159.691,34385.109,23974.252,1-51,1-504,51504,1
33,33,51,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-51,1-51,5151,1
33,34,51,57,1,1,3749.7388,139.6644,127.54075,131.8177,3753.2319,4045.7537,11880.288,52869.109,104984.26,5474.606,5293.5435,6074.7012,6585.3301,3655.1096,1-51,1-57,5157,1
33,36,51,59,1,1,6909.0679,251.57143,228.46162,220.50481,6917.1318,7579.7393,23458.543,103809.19,205756.09,9855.7627,9954.7891,11547.394,12567.633,6793.2354,1-51,1-59,5159,1
33,56,51,84,1,1,25092.221,1087.4286,1009.5348,950.16809,25097.854,25620.223,42615.293,129391.57,244102.59,47664.449,44029.777,42279.207,41012.754,25073.418,1-51,1-84,5184,1
33,90,51,16,1,2A,19665.951,1015.1927,978.4765,914.45178,19684.563,20994.197,40925.773,143168.86,277479.75,49282.086,47580.336,45734.82,41846.594,19649.719,1-51,2-16,5116,
33,89,51,18,1,2A,19040.621,986.97278,953.27423,892.38776,19059.188,20362.881,40567.129,142274.36,276011.19,48503.188,46893.66,45113.914,41379.293,19059.709,1-51,2-18,5118,
33,87,51,20,1,2A,18896.379,964.87531,927.86023,873.67993,18914.99,20224.26,40563.629,142307.86,276143.81,47726.75,46174.746,44410.383,40913.172,18911.047,1-51,2-20,5120,
33,86,51,22,1,2A,18002.402,928.91382,899.50507,854.1239,18020.576,19289.66,39894.27,141435.19,274669.66,46636.035,45140.902,43586.414,40323.723,18011.252,1-51,2-22,5122,
33,83,51,25,1,2A,17092.742,915.55103,881.35455,834.11493,17110.66,18355.156,40039.676,145788.84,283128.88,46553.535,44978.742,43256.711,39874.66,17087.115,1-51,2-25,5125,
33,85,51,26,1,2A,17207.387,968.98413,925.83405,863.29901,17218.648,18225.541,38202.008,136145.64,264582.81,51410.137,48617.941,45626.898,42132.543,17245.904,1-51,2-26,5126,
33,82,51,27,1,2A,16445.225,928.68256,890.35754,823.31323,16463.266,17718.08,39413.711,144159.78,280052.44,46812.262,45903.594,43954.637,39758.672,16404.371,1-51,2-27,5127,
33,77,51,276,1,2A,14246.734,776.69159,748.31171,705.32904,14256.047,15115.765,32785.66,127408.77,250248.98,39913.051,38409.441,37235.422,34858.43,14251.53,1-51,2-276,51276,
33,79,51,29,1,2A,16315.621,897.91608,865.51935,818.13031,16326.261,17274.77,38909.668,138544.02,269094.88,48545.406,46324.523,44062.316,41287.836,16414.617,1-51,2-29,5129,
33,80,51,32,1,2A,15571.66,892.55103,856.16956,800.81012,15589.488,16821.494,37849.574,140465.75,272497.53,46163.305,45269.289,43367.605,39431.258,15555.869,1-51,2-32,5132,
33,96,51,33,1,2A,18008.605,909.68933,860.73352,790.66711,18015.99,18692.344,38760.789,148369.11,290891.75,41484.234,39823.445,38311.16,35606.211,18006.617,1-51,2-33,5133,
33,95,51,34,1,2A,17463.607,897.24487,851.13684,777.59503,17470.766,18125.797,37501.223,143252.7,280808.72,41046.328,39587.164,38007.133,35160.199,17482.389,1-51,2-34,5134,
33,76,51,37,1,2A,15539.692,817.59412,786.44916,730.71179,15546.276,16148.028,34950.004,135869.34,266850.5,39249.441,38185.086,36928.488,34370.281,15543.991,1-51,2-37,5137,
33,72,51,378,1,3A,28862.314,1466.619,1444.1172,1404.4159,28868.596,29433.328,45955.906,139782.84,262700.63,97714.297,97147.063,96790.422,94423.602,28941.285,1-51,4-378,51378,
33,70,51,400,1,3A,33369.176,1636.1224,1630.342,1595.7527,33375.758,33969.246,51665.984,150672.02,281343.28,116352.34,115907.13,116468.37,114995.33,33462.781,1-51,4-400,51400,
33,67,51,404,1,3A,45757.82,2153.7097,2151.7185,2125.063,45764.246,46342.289,62518.34,158444.28,288451.69,143125.97,142977.19,143628.94,142261.73,45854.746,1-51,4-404,51404,
33,68,51,412,1,3A,39596.383,1939.4762,1930.1814,1889.4283,39602.734,40173.824,56617.703,153001.88,281618.59,133409.17,132777,132957.67,130752.36,39681.516,1-51,4-412,51412,
33,71,51,496,1,3A,30770.23,1513.9683,1509.611,1480.2463,30776.211,31311.803,46677.523,134056.5,249782.14,108133.17,108022.48,108737.34,107249.2,30824.385,1-51,4-496,51496,
33,66,51,501,1,3A,49198.754,2246.186,2219.1494,2158.6553,49205.125,49778.996,66973.234,170095.92,306161.63,149303.86,148516.23,147995.39,145273.38,49275.801,1-51,4-501,51501,
33,69,51,507,1,3A,36327.746,1812.2427,1804.8745,1760.353,36333.828,36879.184,52703.254,143375.47,264360.88,127414.8,127108.91,127217.66,124675.41,36367.109,1-51,4-507,51507,
33,47,51,186,1,3C,8316.2021,333.12473,330.31171,307.84302,8328.9307,9330.0166,28936.361,128441.49,255078.39,15590.525,15457.267,16517.461,17152.318,7477.4707,1-51,6-186,51186,
